2026-04-15T00:03:18.070390,Rappi,"González 8, Guadalupe Mainero, 87100 Cdad. Victoria, Tamps., México",Domino's,Pizza Mediana,Pizza Mediana Croissant 1-4 Ingredientes,Masa Premium,438.0,,Promos 1 Pizza,success,
2026-04-15T00:03:59.569693,Uber Eats,"González 8, Guadalupe Mainero, 87100 Cdad. Victoria, Tamps., México",Domino's,Pizza Mediana,Pizza mediana Croissant 1-4 ingredientes + Adicional,Lo nuevo,438.0,$438.00,,Mover a la izquierda un 75%,success,
2026-04-15T00:04:39.414376,Rappi,"González 8, Guadalupe Mainero, 87100 Cdad. Victoria, Tamps., México",Domino,Pizza Mediana,,,,,,success,
2026-04-15T00:05:22.887894,Uber Eats,"González 8, Guadalupe Mainero, 87100 Cdad. Victoria, Tamps., México",Domino,Pizza Mediana,Pizza mediana Croissant 1-4 ingredientes + Adicional,Lo nuevo,438.0,$438.00,13.0,Mover a la izquierda un 75%,success,
2026-04-15T00:12:47.733609,Rappi,"González 8, Guadalupe Mainero, 87100 Cdad. Victoria, Tamps., México",Tacos el Primo,Burrito,Burrito,Especialidades,85.0,35.0,Hasta 15% OFF exclusivo Pro,success,
2026-04-15T00:13:22.564034,Uber Eats,"González 8, Guadalupe Mainero, 87100 Cdad. Victoria, Tamps., México",Tacos el Primo,Burrito,Burrito,Menú Noche,90.0,$90.00,23.0,Mover a la izquierda un 75%,success,
2026-04-15T00:42:34.419522,Rappi,"González 8, Guadalupe Mainero, 87100 Cdad. Victoria, Tamps., México",La Estación,Promo 1,,,,failed,address fail
2026-04-15T00:42:40.506832,Rappi,"Cdad. Mante 117, Enrique Cárdenas González, 87010 Cdad. Victoria, Tamps., México",La Estación,Promo 1,,,,failed,address fail
2026-04-15T00:42:48.243678,Rappi,"Cuauhtémoc 934, Azteca, 87086 Cdad. Victoria, Tamps., México",La Estación,Promo 1,,,,failed,address fail
2026-04-15T00:42:55.025390,Rappi,"87089 De, Av. de los Pajaritos, 87089 Cdad. Victoria, Tamps., México",La Estación,Promo 1,,,,failed,address fail
2026-04-15T00:43:01.701483,Rappi,"Río Santa Engracia & Arroyo Carrizal, Amp Luis Echeverría Álvarez, 87060 Cdad. Victoria, Tamps., México",La Estación,Promo 1,,,,failed,address fail
2026-04-15T00:43:19.830321,Rappi,"González 8, Guadalupe Mainero, 87100 Cdad. Victoria, Tamps., México",La Estación,Promo 1,,,,failed,address fail
2026-04-15T00:43:28.680649,Rappi,"Cdad. Mante 117, Enrique Cárdenas González, 87010 Cdad. Victoria, Tamps., México",La Estación,Promo 1,,,,failed,address fail
2026-04-15T00:46:27.895305,Rappi,"González 8, Guadalupe Mainero, 87100 Cdad. Victoria, Tamps., México",La Estación,Promo 1,,,,,,success,
